frame_id,timestamp,rel_time_s,當前幀狀態,上一幀狀態,tracking_method,init_matches,initial_matches,matches_before_tlm_opt,matches_after_tlm_opt,final_inliers,opt_type,need_new_kf,new_kf_created,total_kf_in_map,total_mp_in_map,local_map_mp_count,local_kf_count,map_updated,total_maps,reloc_attempted,reloc_success,reloc_candidates,reloc_bow_pass,reloc_pnp_inliers,imu_initialized,bias_acc_norm,bias_gyro_norm,preintegration_ms,pose_pred_ms,track_local_map_ms,need_new_kf_ms,total_tracking_ms,source,event_type,kf_id,track_frame_id,map_id,tracking_state,visual_chi2_mean,visual_chi2_max,imu_chi2_mean,imu_chi2_max,imu_rot_res_norm,imu_vel_res_norm,imu_pos_res_norm,gyro_rw_chi2,acc_rw_chi2,pose_update_norm,velocity_update_norm,bias_update_norm
778,1403715562.812143,38.900000,OK,OK,MM,0,385,541,475,475,PoseOpt,no,no,61,5716,4682,32,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.394,2.801,0.036,4.780,Tracking,FRAME_PROCESSED,61,778,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002299,0.000000,0.000000
779,1403715562.862143,38.950000,OK,OK,MM,0,347,494,428,428,PoseOpt,no,no,61,5716,4367,30,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.290,2.715,0.038,4.596,Tracking,FRAME_PROCESSED,61,779,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002037,0.000000,0.000000
780,1403715562.912143,39.000000,OK,OK,MM,0,316,472,399,399,PoseOpt,no,no,61,5716,4367,30,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.142,2.542,0.035,4.240,Tracking,FRAME_PROCESSED,61,780,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004253,0.000000,0.000000
781,1403715562.962143,39.050000,OK,OK,MM,0,298,455,383,383,PoseOpt,no,no,61,5716,4367,30,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.141,2.628,0.038,4.421,Tracking,FRAME_PROCESSED,61,781,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003127,0.000000,0.000000
782,1403715563.012143,39.100000,OK,OK,MM,0,284,434,350,350,PoseOpt,no,no,61,5716,4577,33,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.139,2.493,0.036,4.209,Tracking,FRAME_PROCESSED,61,782,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.011812,0.000000,0.000000
783,1403715563.062143,39.150000,OK,OK,MM,0,247,406,307,307,PoseOpt,yes,yes,61,6181,4364,32,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.993,2.373,0.036,4.234,Tracking,FRAME_PROCESSED,62,783,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008001,0.000000,0.000000
784,1403715563.112143,39.200000,OK,OK,MM,0,481,596,519,519,PoseOpt,no,no,62,5805,4453,33,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.638,2.835,0.037,5.167,Tracking,FRAME_PROCESSED,62,784,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002268,0.000000,0.000000
785,1403715563.162143,39.250000,OK,OK,MM,0,362,557,470,470,PoseOpt,no,no,62,5805,4666,34,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.274,2.805,0.037,4.687,Tracking,FRAME_PROCESSED,62,785,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006320,0.000000,0.000000
786,1403715563.212143,39.300000,OK,OK,MM,0,342,499,419,419,PoseOpt,no,no,62,5805,4666,34,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.324,2.662,0.037,4.635,Tracking,FRAME_PROCESSED,62,786,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004058,0.000000,0.000000
787,1403715563.262143,39.350000,OK,OK,MM,0,329,465,375,375,PoseOpt,no,no,62,5805,4453,33,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.177,2.370,0.036,4.147,Tracking,FRAME_PROCESSED,62,787,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002871,0.000000,0.000000
788,1403715563.312143,39.400000,OK,OK,MM,0,283,450,359,359,PoseOpt,no,no,62,5805,4766,45,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.116,2.412,0.037,4.098,Tracking,FRAME_PROCESSED,62,788,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.015399,0.000000,0.000000
789,1403715563.362143,39.450000,OK,OK,MM,0,274,409,330,330,PoseOpt,no,no,62,5805,4766,45,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.073,2.354,0.036,3.979,Tracking,FRAME_PROCESSED,62,789,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.009333,0.000000,0.000000
790,1403715563.412143,39.500000,OK,OK,MM,0,255,420,316,316,PoseOpt,no,no,62,5805,4766,45,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.038,2.346,0.037,3.949,Tracking,FRAME_PROCESSED,62,790,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.013768,0.000000,0.000000
791,1403715563.462143,39.550000,OK,OK,MM,0,231,402,325,325,PoseOpt,yes,yes,62,5989,4766,45,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.837,2.307,0.036,3.881,Tracking,FRAME_PROCESSED,63,791,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.011897,0.000000,0.000000
792,1403715563.512143,39.600000,OK,OK,MM,0,344,476,426,426,PoseOpt,no,no,63,5744,4705,46,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.328,2.393,0.029,4.263,Tracking,FRAME_PROCESSED,63,792,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.017076,0.000000,0.000000
793,1403715563.562143,39.650000,OK,OK,MM,0,334,455,384,384,PoseOpt,no,no,63,5744,4705,46,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.213,2.413,0.029,4.172,Tracking,FRAME_PROCESSED,63,793,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010534,0.000000,0.000000
794,1403715563.612143,39.700000,OK,OK,MM,0,299,413,342,342,PoseOpt,no,no,63,5744,4705,46,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.095,2.261,0.030,3.862,Tracking,FRAME_PROCESSED,63,794,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.014147,0.000000,0.000000
795,1403715563.662143,39.750000,OK,OK,MM,0,259,393,320,320,PoseOpt,no,no,63,5744,4705,46,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.930,2.246,0.030,3.693,Tracking,FRAME_PROCESSED,63,795,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.018866,0.000000,0.000000
796,1403715563.712143,39.800000,OK,OK,MM,0,247,370,296,296,PoseOpt,no,no,63,5744,4705,46,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.907,2.146,0.031,3.566,Tracking,FRAME_PROCESSED,63,796,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008406,0.000000,0.000000
797,1403715563.762143,39.850000,OK,OK,MM,0,223,346,289,289,PoseOpt,no,no,63,5744,4705,46,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.855,2.102,0.030,3.444,Tracking,FRAME_PROCESSED,63,797,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.013490,0.000000,0.000000
798,1403715563.812143,39.900000,OK,OK,MM,0,222,313,261,261,PoseOpt,yes,yes,63,6168,4705,46,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.867,2.075,0.030,3.742,Tracking,FRAME_PROCESSED,64,798,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005944,0.000000,0.000000
799,1403715563.862143,39.950000,OK,OK,MM,0,423,509,475,475,PoseOpt,no,no,64,5781,4742,47,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.502,2.203,0.034,4.930,Tracking,FRAME_PROCESSED,64,799,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002483,0.000000,0.000000
800,1403715563.912143,40.000000,OK,OK,MM,0,362,429,396,396,PoseOpt,no,no,64,5781,4611,46,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.424,2.087,0.034,4.016,Tracking,FRAME_PROCESSED,64,800,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002267,0.000000,0.000000
801,1403715563.962143,40.050000,OK,OK,MM,0,283,379,331,331,PoseOpt,no,no,64,5781,4611,46,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.082,2.273,0.035,3.839,Tracking,FRAME_PROCESSED,64,801,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.011048,0.000000,0.000000
802,1403715564.012143,40.100000,OK,OK,MM,0,244,338,285,285,PoseOpt,yes,yes,64,6208,4320,42,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.900,1.906,0.034,3.574,Tracking,FRAME_PROCESSED,65,802,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.012054,0.000000,0.000000
803,1403715564.062143,40.150000,OK,OK,MM,0,434,524,486,486,PoseOpt,no,no,65,6001,4540,43,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.448,2.491,0.036,4.451,Tracking,FRAME_PROCESSED,65,803,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003250,0.000000,0.000000
804,1403715564.112143,40.200000,OK,OK,MM,0,349,455,403,403,PoseOpt,no,no,65,6001,4540,43,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.444,2.391,0.036,4.355,Tracking,FRAME_PROCESSED,65,804,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001114,0.000000,0.000000
805,1403715564.162143,40.250000,OK,OK,MM,0,311,409,351,351,PoseOpt,no,no,65,6001,4511,42,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.115,2.174,0.036,3.770,Tracking,FRAME_PROCESSED,65,805,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010743,0.000000,0.000000
806,1403715564.212143,40.300000,OK,OK,MM,0,256,334,278,278,PoseOpt,yes,yes,65,6447,4511,42,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.041,2.036,0.034,3.827,Tracking,FRAME_PROCESSED,66,806,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005472,0.000000,0.000000
807,1403715564.262143,40.350000,OK,OK,MM,0,448,448,423,423,PoseOpt,no,no,66,6099,4609,44,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.696,2.282,0.031,4.443,Tracking,FRAME_PROCESSED,66,807,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001478,0.000000,0.000000
808,1403715564.312143,40.400000,OK,OK,MM,0,315,372,332,332,PoseOpt,no,no,66,6099,4609,44,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.187,2.160,0.031,3.786,Tracking,FRAME_PROCESSED,66,808,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002550,0.000000,0.000000
809,1403715564.362143,40.450000,OK,OK,MM,0,244,286,255,255,PoseOpt,yes,yes,66,6447,4373,41,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.835,2.121,0.032,3.645,Tracking,FRAME_PROCESSED,67,809,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.009434,0.000000,0.000000
810,1403715564.412143,40.500000,OK,OK,MM,0,389,432,375,375,PoseOpt,no,no,67,6051,4325,42,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.442,2.269,0.026,4.207,Tracking,FRAME_PROCESSED,67,810,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001760,0.000000,0.000000
811,1403715564.462143,40.550000,OK,OK,MM,0,260,345,280,280,PoseOpt,no,no,67,6051,4325,42,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.894,2.189,0.027,3.580,Tracking,FRAME_PROCESSED,67,811,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010861,0.000000,0.000000
812,1403715564.512143,40.600000,OK,OK,MM,0,219,353,259,259,PoseOpt,no,no,67,6051,4140,40,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.829,2.162,0.027,3.476,Tracking,FRAME_PROCESSED,67,812,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.011138,0.000000,0.000000
813,1403715564.562143,40.650000,OK,OK,MM,0,217,339,245,245,PoseOpt,yes,yes,67,6694,3872,38,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.849,2.082,0.027,3.832,Tracking,FRAME_PROCESSED,68,813,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.007414,0.000000,0.000000
814,1403715564.612143,40.700000,OK,OK,MM,0,566,633,565,565,PoseOpt,no,no,68,6388,4209,39,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,2.079,3.770,0.042,7.547,Tracking,FRAME_PROCESSED,68,814,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003241,0.000000,0.000000
815,1403715564.662143,40.750000,OK,OK,MM,0,394,469,403,403,PoseOpt,no,no,68,6388,4209,39,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.525,2.550,0.041,4.656,Tracking,FRAME_PROCESSED,68,815,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004957,0.000000,0.000000
816,1403715564.712143,40.800000,OK,OK,MM,0,292,434,347,347,PoseOpt,no,no,68,6388,4209,39,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.208,2.738,0.042,4.502,Tracking,FRAME_PROCESSED,68,816,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002663,0.000000,0.000000
817,1403715564.762143,40.850000,OK,OK,MM,0,261,398,312,312,PoseOpt,no,no,68,6388,4086,37,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.089,2.639,0.048,4.269,Tracking,FRAME_PROCESSED,68,817,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.012211,0.000000,0.000000
818,1403715564.812143,40.900000,OK,OK,MM,0,237,395,299,299,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.125,2.533,0.041,4.196,Tracking,FRAME_PROCESSED,68,818,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008142,0.000000,0.000000
819,1403715564.862143,40.950000,OK,OK,MM,0,220,353,262,262,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.956,2.524,0.044,4.032,Tracking,FRAME_PROCESSED,68,819,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006049,0.000000,0.000000
820,1403715564.912143,41.000000,OK,OK,MM,0,220,373,264,264,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.939,2.424,0.042,3.921,Tracking,FRAME_PROCESSED,68,820,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008904,0.000000,0.000000
821,1403715564.962143,41.050000,OK,OK,MM,0,200,408,310,310,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.927,2.733,0.040,4.222,Tracking,FRAME_PROCESSED,68,821,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005226,0.000000,0.000000
822,1403715565.012143,41.100000,OK,OK,MM,0,234,409,271,271,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.067,2.546,0.041,4.153,Tracking,FRAME_PROCESSED,68,822,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004443,0.000000,0.000000
823,1403715565.062143,41.150000,OK,OK,MM,0,203,439,300,300,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.875,2.727,0.043,4.172,Tracking,FRAME_PROCESSED,68,823,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.015381,0.000000,0.000000
824,1403715565.112143,41.200000,OK,OK,MM,0,238,406,278,278,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.005,2.584,0.041,4.112,Tracking,FRAME_PROCESSED,68,824,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010820,0.000000,0.000000
825,1403715565.162143,41.250000,OK,OK,MM,0,216,414,260,260,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.996,2.644,0.041,4.171,Tracking,FRAME_PROCESSED,68,825,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010543,0.000000,0.000000
826,1403715565.212143,41.300000,OK,OK,MM,0,194,415,251,251,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.773,2.574,0.042,3.894,Tracking,FRAME_PROCESSED,68,826,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.032463,0.000000,0.000000
827,1403715565.262143,41.350000,OK,OK,MM,0,198,452,291,291,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.828,2.778,0.047,4.224,Tracking,FRAME_PROCESSED,68,827,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.013246,0.000000,0.000000
828,1403715565.312143,41.400000,OK,OK,MM,0,222,434,287,287,PoseOpt,no,no,68,6388,4086,36,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.048,2.549,0.042,4.163,Tracking,FRAME_PROCESSED,68,828,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.033498,0.000000,0.000000
829,1403715565.362143,41.450000,OK,OK,MM,0,223,424,292,292,PoseOpt,no,no,68,6388,3517,29,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.967,2.290,0.042,3.790,Tracking,FRAME_PROCESSED,68,829,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.020029,0.000000,0.000000
830,1403715565.412143,41.500000,OK,OK,MM,0,220,404,278,278,PoseOpt,no,no,68,6388,3517,29,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.852,2.335,0.047,3.703,Tracking,FRAME_PROCESSED,68,830,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.024458,0.000000,0.000000
831,1403715565.462143,41.550000,OK,OK,MM,0,186,331,210,210,PoseOpt,yes,yes,68,6829,3517,29,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.843,2.073,0.042,3.741,Tracking,FRAME_PROCESSED,69,831,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.014159,0.000000,0.000000
832,1403715565.512143,41.600000,OK,OK,MM,0,383,473,398,398,PoseOpt,no,no,69,6377,3506,30,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.331,2.209,0.032,4.094,Tracking,FRAME_PROCESSED,69,832,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001407,0.000000,0.000000
833,1403715565.562143,41.650000,OK,OK,MM,0,291,414,347,347,PoseOpt,no,no,69,6377,3506,30,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.238,2.269,0.033,4.048,Tracking,FRAME_PROCESSED,69,833,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002079,0.000000,0.000000
834,1403715565.612143,41.700000,OK,OK,MM,0,241,335,269,269,PoseOpt,no,no,69,6377,3326,29,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.010,1.939,0.035,3.530,Tracking,FRAME_PROCESSED,69,834,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001290,0.000000,0.000000
835,1403715565.662143,41.750000,OK,OK,MM,0,199,281,230,230,PoseOpt,no,no,69,6377,3326,29,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.823,1.693,0.032,3.015,Tracking,FRAME_PROCESSED,69,835,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.009180,0.000000,0.000000
836,1403715565.712143,41.800000,OK,OK,MM,0,186,243,194,194,PoseOpt,yes,yes,69,6761,3227,28,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.695,1.522,0.034,2.952,Tracking,FRAME_PROCESSED,70,836,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004503,0.000000,0.000000
837,1403715565.762143,41.850000,OK,OK,MM,0,431,487,448,448,PoseOpt,no,no,70,6424,3070,27,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.523,1.977,0.033,4.009,Tracking,FRAME_PROCESSED,70,837,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001003,0.000000,0.000000
838,1403715565.812143,41.900000,OK,OK,MM,0,365,446,402,402,PoseOpt,no,no,70,6424,3070,27,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.389,1.958,0.033,3.851,Tracking,FRAME_PROCESSED,70,838,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001628,0.000000,0.000000
839,1403715565.862143,41.950000,OK,OK,MM,0,287,345,312,312,PoseOpt,no,no,70,6424,3070,27,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.103,1.795,0.033,3.390,Tracking,FRAME_PROCESSED,70,839,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006159,0.000000,0.000000
840,1403715565.912143,42.000000,OK,OK,MM,0,253,291,255,255,PoseOpt,no,no,70,6424,3070,27,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.962,1.575,0.034,3.005,Tracking,FRAME_PROCESSED,70,840,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001101,0.000000,0.000000
841,1403715565.962143,42.050000,OK,OK,MM,0,193,220,200,200,PoseOpt,yes,yes,70,6855,3062,23,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.736,1.405,0.035,2.927,Tracking,FRAME_PROCESSED,71,841,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002167,0.000000,0.000000
842,1403715566.012143,42.100000,OK,OK,MM,0,463,489,471,471,PoseOpt,no,no,71,6609,2883,20,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.528,1.955,0.036,3.969,Tracking,FRAME_PROCESSED,71,842,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000260,0.000000,0.000000
843,1403715566.062143,42.150000,OK,OK,MM,0,376,465,433,433,PoseOpt,no,no,71,6609,2770,19,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.324,1.938,0.036,3.744,Tracking,FRAME_PROCESSED,71,843,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000990,0.000000,0.000000
844,1403715566.112143,42.200000,OK,OK,MM,0,357,429,394,394,PoseOpt,no,no,71,6609,2770,19,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.383,1.752,0.035,3.588,Tracking,FRAME_PROCESSED,71,844,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001819,0.000000,0.000000
845,1403715566.162143,42.250000,OK,OK,MM,0,306,339,300,300,PoseOpt,no,no,71,6609,2664,16,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.078,1.763,0.036,3.302,Tracking,FRAME_PROCESSED,71,845,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003060,0.000000,0.000000
846,1403715566.212143,42.300000,OK,OK,MM,0,242,322,271,271,PoseOpt,no,no,71,6609,2475,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.932,1.487,0.037,2.886,Tracking,FRAME_PROCESSED,71,846,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000873,0.000000,0.000000
